handle,cedar_uid,valid_from,valid_to,status,change_reason,recorded_date
ITO-STHRNC-00,CE-000SM-N4,2026-08-29,,current,first recorded binding,2026-08-29
ITO-STHRNP-00,CE-000SN-VX,2026-08-29,,current,first recorded binding,2026-08-29
ITO-TIMBER-00,CE-000SP-1P,2026-08-29,,current,first recorded binding,2026-08-29
ITO-TLCMMN-00,CE-000SQ-7F,2026-08-29,,current,first recorded binding,2026-08-29
ITO-WSHNGT-00,CE-000SR-D8,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AHAKAN-00,CE-000SS-K1,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AHAMAL-00,CE-000ST-ST,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AHAMOK-00,CE-000SV-ZK,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AHAPUN-00,CE-000SW-5C,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AHAWAH-00,CE-000SX-B5,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AHUPUA-00,CE-000SY-HY,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AINAMO-00,CE-000SZ-QQ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AINOAX-00,CE-000T0-20,2026-08-29,,current,first recorded binding,2026-08-29
NHO-ALAKA1-00,CE-000T1-8S,2026-08-29,,current,first recorded binding,2026-08-29
NHO-ALAKAI-00,CE-000T2-EJ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-ALEPAH-00,CE-000T3-MB,2026-08-29,,current,first recorded binding,2026-08-29
NHO-ALIIGR-00,CE-000T4-T4,2026-08-29,,current,first recorded binding,2026-08-29
NHO-ALOHAA-00,CE-000T5-0X,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AOAOON-00,CE-000T6-6P,2026-08-29,,current,first recorded binding,2026-08-29
NHO-AUPUNI-00,CE-000T7-CF,2026-08-29,,current,first recorded binding,2026-08-29
NHO-CHRLSP-00,CE-000T8-J8,2026-08-29,,current,first recorded binding,2026-08-29
NHO-CPTNKM-00,CE-000T9-R1,2026-08-29,,current,first recorded binding,2026-08-29
NHO-EAOHAW-00,CE-000TA-YT,2026-08-29,,current,first recorded binding,2026-08-29
NHO-EOLAKA-00,CE-000TB-4K,2026-08-29,,current,first recorded binding,2026-08-29
NHO-FFCHWN-00,CE-000TC-AC,2026-08-29,,current,first recorded binding,2026-08-29
NHO-FLRSCS-00,CE-000TD-G5,2026-08-29,,current,first recorded binding,2026-08-29
NHO-FRNDS1-00,CE-000TE-PY,2026-08-29,,current,first recorded binding,2026-08-29
NHO-FRNDSL-00,CE-000TF-WQ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-GDSCNT-00,CE-000TG-2G,2026-08-29,,current,first recorded binding,2026-08-29
NHO-GRGKCY-00,CE-000TH-89,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HANONA-00,CE-000TJ-E2,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HAWAII-00,CE-000TK-MV,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HCNRCN-00,CE-000TM-TM,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HHNHNN-00,CE-000TN-0D,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HHNPKH-00,CE-000TP-66,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HHSWLH-00,CE-000TQ-CZ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HKKNLK-00,CE-000TR-JR,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HKLLKH-00,CE-000TS-RH,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HKNFML-00,CE-000TT-YA,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HLHKHL-00,CE-000TV-43,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HLHLWH-00,CE-000TW-AW,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HLLHHW-00,CE-000TX-GN,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HLMCLT-00,CE-000TY-PE,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HMKKHK-00,CE-000TZ-W7,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HMKNNM-00,CE-000V0-7G,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HMLMKN-00,CE-000V1-D9,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HMLMLN-00,CE-000V2-K2,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HNCNSL-00,CE-000V3-SV,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HNHMST-00,CE-000V4-ZM,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HNKHKL-00,CE-000V5-5D,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HNKWMH-00,CE-000V6-B6,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HNLRVR-00,CE-000V7-HZ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HNNMPC-00,CE-000V8-QR,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HOOHAN-00,CE-000V9-XH,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HOOMAK-00,CE-000VA-3A,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HPNNKL-00,CE-000VB-93,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HSTRCH-00,CE-000VC-FW,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HUIHOO-00,CE-000VD-NN,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HUIHUL-00,CE-000VE-VE,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HUIIWI-00,CE-000VF-17,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HUIOHA-00,CE-000VG-70,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HUIOKU-00,CE-000VH-DS,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HUIOWA-00,CE-000VJ-KJ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWHMST-00,CE-000VK-SB,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCH1-00,CE-000VM-Z4,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCHM-00,CE-000VN-5X,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCHR-00,CE-000VP-BP,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCM1-00,CE-000VQ-HF,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCMM-00,CE-000VR-Q8,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCV1-00,CE-000VS-X1,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNCVC-00,CE-000VT-3T,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNDCT-00,CE-000VV-9K,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNHSP-00,CE-000VW-FC,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNKNG-00,CE-000VX-N5,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNLGL-00,CE-000VY-VY,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNNST-00,CE-000VZ-1Q,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNPHL-00,CE-000W0-C0,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNRGN-00,CE-000W1-JS,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNSFR-00,CE-000W2-RJ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWNSLN-00,CE-000W3-YB,2026-08-29,,current,first recorded binding,2026-08-29
NHO-HWPCFC-00,CE-000W4-44,2026-08-29,,current,first recorded binding,2026-08-29
NHO-IKELAW-00,CE-000W5-AX,2026-08-29,,current,first recorded binding,2026-08-29
NHO-IMUAGR-00,CE-000W6-GP,2026-08-29,,current,first recorded binding,2026-08-29
NHO-IMUAHA-00,CE-000W7-PF,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAEHUX-00,CE-000W8-W8,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAHULI-00,CE-000W9-21,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAKOOO-00,CE-000WA-8T,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KALINO-00,CE-000WB-EK,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAMEAL-00,CE-000WC-MC,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KANAKA-00,CE-000WD-T5,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAPONO-00,CE-000WE-0Y,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAUAIS-00,CE-000WF-6Q,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAUHAK-00,CE-000WG-CG,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAUIKI-00,CE-000WH-J9,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KAULUA-00,CE-000WJ-R2,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KEKOAX-00,CE-000WK-YV,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KEKUMU-00,CE-000WM-4M,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KHKPNK-00,CE-000WN-AD,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KHMLML-00,CE-000WP-G6,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KIAIKA-00,CE-000WQ-PZ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KIMOKE-00,CE-000WR-WR,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KINAIE-00,CE-000WS-2H,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KINAOL-00,CE-000WT-8A,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KKHCMM-00,CE-000WV-E3,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KKLNWM-00,CE-000WW-MW,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLHPL1-00,CE-000WX-TN,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLHPLM-00,CE-000WY-0E,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLLHRT-00,CE-000WZ-67,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLLLNG-00,CE-000X0-HG,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLMKHK-00,CE-000X1-Q9,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLMLHM-00,CE-000X2-X2,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLNNPH-00,CE-000X3-3V,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KLPKHW-00,CE-000X4-9M,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KMHMHS-00,CE-000X5-FD,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KMLLNL-00,CE-000X6-N6,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KNGDMH-00,CE-000X7-VZ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KNHNMK-00,CE-000X8-1R,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KNKCNM-00,CE-000X9-7H,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KNKKHH-00,CE-000XA-DA,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KNKNLR-00,CE-000XB-K3,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KOAIKE-00,CE-000XC-SW,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KOIULA-00,CE-000XD-ZN,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KOOLAU-00,CE-000XE-5E,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KPKLWL-00,CE-000XF-B7,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KPLCMM-00,CE-000XG-H0,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KPLRGN-00,CE-000XH-QS,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KRLLKL-00,CE-000XJ-XJ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KUAAIN-00,CE-000XK-3B,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KUKANA-00,CE-000XM-94,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KULIAX-00,CE-000XN-FX,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KUPAOW-00,CE-000XP-NP,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KUPEKE-00,CE-000XQ-VF,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KWHNNH-00,CE-000XR-18,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KWHPHN-00,CE-000XS-71,2026-08-29,,current,first recorded binding,2026-08-29
NHO-KWLLWL-00,CE-000XT-DT,2026-08-29,,current,first recorded binding,2026-08-29
NHO-LHFRST-00,CE-000XV-KK,2026-08-29,,current,first recorded binding,2026-08-29
NHO-LHKKKH-00,CE-000XW-SC,2026-08-29,,current,first recorded binding,2026-08-29
NHO-LKHKTR-00,CE-000XX-Z5,2026-08-29,,current,first recorded binding,2026-08-29
NHO-LP2020-00,CE-000XY-5Y,2026-08-29,,current,first recorded binding,2026-08-29
NHO-LPCMMN-00,CE-000XZ-BQ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-LSVGSH-00,CE-000Y0-P0,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MAHUOH-00,CE-000Y1-WS,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MAKUAG-00,CE-000Y2-2J,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MALAM1-00,CE-000Y3-8B,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MALAM2-00,CE-000Y4-E4,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MALAMA-00,CE-000Y5-MX,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MANAON-00,CE-000Y6-TP,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MARAEH-00,CE-000Y7-0F,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MCHDKN-00,CE-000Y8-68,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MEJEXX-00,CE-000Y9-C1,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MELEAN-00,CE-000YA-JT,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MENEHU-00,CE-000YB-RK,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MHMKHN-00,CE-000YC-YC,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MKFRMR-00,CE-000YD-45,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MKHCLT-00,CE-000YE-AY,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MKHHWN-00,CE-000YF-GQ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MKKKHC-00,CE-000YG-PG,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MLHRSD-00,CE-000YH-W9,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MLMMLK-00,CE-000YJ-22,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MLMNHL-00,CE-000YK-8V,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MNHLTH-00,CE-000YM-EM,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MNLNDH-00,CE-000YN-MD,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MNWKPN-00,CE-000YP-T6,2026-08-29,,current,first recorded binding,2026-08-29
NHO-MRYKWN-00,CE-000YQ-0Z,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NAAIKA-00,CE-000YR-6R,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NAKUPUNA-00,CE-000YS-CH,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NAMANU-00,CE-000YT-JA,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NAOIWI-00,CE-000YV-R3,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NAPUUW-00,CE-000YW-YW,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NDPNDN-00,CE-000YX-4N,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NHNHLT-00,CE-000YY-AE,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NHNPMH-00,CE-000YZ-G7,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NHPPHW-00,CE-000Z0-VG,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NKFSHN-00,CE-000Z1-19,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NKHKHW-00,CE-000Z2-72,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NKKKKL-00,CE-000Z3-DV,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NKLNKN-00,CE-000Z4-KM,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NKPNMK-00,CE-000Z5-SD,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NMKPNW-00,CE-000Z6-Z6,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NNKLHS-00,CE-000Z7-5Z,2026-08-29,,current,first recorded binding,2026-08-29
NHO-NSTTTF-00,CE-000Z8-BR,2026-08-29,,current,first recorded binding,2026-08-29
NHO-OHANAL-00,CE-000Z9-HH,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PAEPAE-00,CE-000ZA-QA,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PAIXXX-00,CE-000ZB-X3,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PCFCGR-00,CE-000ZC-3W,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PCFCJS-00,CE-000ZD-9N,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PEAHIO-00,CE-000ZE-FE,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PHKPLM-00,CE-000ZF-N7,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PHNHWN-00,CE-000ZG-V0,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PHNWLP-00,CE-000ZH-1S,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PKHWNN-00,CE-000ZJ-7J,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PKKLHW-00,CE-000ZK-DB,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PLDFNS-00,CE-000ZM-K4,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PLTRNC-00,CE-000ZN-SX,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PNWHWN-00,CE-000ZP-ZP,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PPKLCM-00,CE-000ZQ-5F,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PPLLKH-00,CE-000ZR-B8,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PRTCT1-00,CE-000ZS-H1,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PRTCTK-00,CE-000ZT-QT,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PRTNR1-00,CE-000ZV-XK,2026-08-29,,current,first recorded binding,2026-08-29
NHO-PURPLE-00,CE-000ZW-3C,2026-08-29,,current,first recorded binding,2026-08-29
NHO-RDRKMH-00,CE-000ZX-95,2026-08-29,,current,first recorded binding,2026-08-29
NHO-RYLHWN-00,CE-000ZY-FY,2026-08-29,,current,first recorded binding,2026-08-29
NHO-SLNDMP-00,CE-000ZZ-NQ,2026-08-29,,current,first recorded binding,2026-08-29
NHO-SSTNHW-00,CE-00100-49,2026-08-29,,current,first recorded binding,2026-08-29
NHO-SVRGNH-00,CE-00101-A2,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WAIKOA-00,CE-00102-GV,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WHKPHS-00,CE-00103-PM,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WHWHPL-00,CE-00104-WD,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WMHWNH-00,CE-00105-26,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WMNLCN-00,CE-00106-8Z,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WMNLHL-00,CE-00107-ER,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WMNLHW-00,CE-00108-MH,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WNHWNC-00,CE-00109-TA,2026-08-29,,current,first recorded binding,2026-08-29
NHO-WTRRSG-00,CE-0010A-03,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-ASVCPR-00,CE-0010B-6W,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-BRBYAS-00,CE-0010C-CN,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-BRSTLB-00,CE-0010D-JE,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-CATHTG-00,CE-0010E-R7,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-CHGCMT-00,CE-0010F-Y0,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-CPPRRV-00,CE-0010G-4S,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-KAWRAK-00,CE-0010H-AJ,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-MANLLQ-00,CE-0010J-GB,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-PRBLFA-00,CE-0010K-P4,2026-08-29,,current,first recorded binding,2026-08-29
SGVF-TNNACH-00,CE-0010M-WX,2026-08-29,,current,first recorded binding,2026-08-29
TCU-BLCKF1-00,CE-0010N-2P,2026-08-29,,current,first recorded binding,2026-08-29
TCU-BYMLL1-00,CE-0010P-8F,2026-08-29,,current,first recorded binding,2026-08-29
TCU-CHFDLL-00,CE-0010Q-E8,2026-08-29,,current,first recorded binding,2026-08-29
TCU-CLFRN1-00,CE-0010R-M1,2026-08-29,,current,first recorded binding,2026-08-29
TCU-CLFRNT-00,CE-0010S-TT,2026-08-29,,current,first recorded binding,2026-08-29
TCU-CLLGMN-00,CE-0010T-0K,2026-08-29,,current,first recorded binding,2026-08-29
TCU-CLLGMS-00,CE-0010V-6C,2026-08-29,,current,first recorded binding,2026-08-29
TCU-CNKDSK-00,CE-0010W-C5,2026-08-29,,current,first recorded binding,2026-08-29
TCU-DNCLLG-00,CE-0010X-JY,2026-08-29,,current,first recorded binding,2026-08-29
TCU-FRTPCK-00,CE-0010Y-RQ,2026-08-29,,current,first recorded binding,2026-08-29
TCU-GLLLKT-00,CE-0010Z-YG,2026-08-29,,current,first recorded binding,2026-08-29
TCU-HSKLLN-00,CE-00110-9S,2026-08-29,,current,first recorded binding,2026-08-29
TCU-KWNWB1-00,CE-00111-FJ,2026-08-29,,current,first recorded binding,2026-08-29
TCU-LCCRTR-00,CE-00112-NB,2026-08-29,,current,first recorded binding,2026-08-29
TCU-LCHLKT-00,CE-00113-V4,2026-08-29,,current,first recorded binding,2026-08-29
TCU-LSGVKC-00,CE-00114-1X,2026-08-29,,current,first recorded binding,2026-08-29
TCU-LTTLBG-00,CE-00115-7P,2026-08-29,,current,first recorded binding,2026-08-29
TCU-LTTLPR-00,CE-00116-DF,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NBRSKN-00,CE-00117-K8,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NHNKDC-00,CE-00118-S1,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NRTHW3-00,CE-00119-ZT,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NSTTTM-00,CE-0011A-5K,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NTDTRB-00,CE-0011B-BC,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NTHDTS-00,CE-0011C-H5,2026-08-29,,current,first recorded binding,2026-08-29
TCU-NVJTCH-00,CE-0011D-QY,2026-08-29,,current,first recorded binding,2026-08-29
TCU-RDLKNT-00,CE-0011E-XQ,2026-08-29,,current,first recorded binding,2026-08-29
TCU-SGNWCH-00,CE-0011F-3G,2026-08-29,,current,first recorded binding,2026-08-29
TCU-SLSHKT-00,CE-0011G-99,2026-08-29,,current,first recorded binding,2026-08-29
TCU-SNCRL1-00,CE-0011H-F2,2026-08-29,,current,first recorded binding,2026-08-29
TCU-SNTGLS-00,CE-0011J-NV,2026-08-29,,current,first recorded binding,2026-08-29
TCU-SSSTNW-00,CE-0011K-VM,2026-08-29,,current,first recorded binding,2026-08-29
TCU-STHWST-00,CE-0011M-1D,2026-08-29,,current,first recorded binding,2026-08-29
TCU-STNCHL-00,CE-0011N-76,2026-08-29,,current,first recorded binding,2026-08-29
TCU-STTNGB-00,CE-0011P-DZ,2026-08-29,,current,first recorded binding,2026-08-29
TCU-THNDHM-00,CE-0011Q-KR,2026-08-29,,current,first recorded binding,2026-08-29
TCU-TRTLMN-00,CE-0011R-SH,2026-08-29,,current,first recorded binding,2026-08-29
TCU-WHTRTH-00,CE-0011S-ZA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ABSXFP-00,CE-0011T-53,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ACLNTE-00,CE-0011V-BW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ACOMAP-00,CE-0011W-HN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-AGSTNE-00,CE-0011X-QE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-AKCHIN-00,CE-0011Y-X7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ALCOUS-00,CE-0011Z-30,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ALQSRT-00,CE-00120-E9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ALTURS-00,CE-00121-M2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-APCHOK-00,CE-00122-TV,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-AQNNAH-00,CE-00123-0M,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ASHAWN-00,CE-00124-6D,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-AUBURN-00,CE-00125-C6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BADRVR-00,CE-00126-JZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BEARRV-00,CE-00127-RR,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BELKNP-00,CE-00128-YH,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BERRYC-00,CE-00129-4A,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BGLAGN-00,CE-0012A-A3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BGPINE-00,CE-0012B-GW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BGSNDY-00,CE-0012C-PN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BGVALY-00,CE-0012D-WE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BIDWLL-00,CE-0012E-27,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BISHOP-00,CE-0012F-80,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BLCKFT-00,CE-0012G-ES,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BLULKE-00,CE-0012H-MJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BNVSTA-00,CE-0012J-TB,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BRGPRT-00,CE-0012K-04,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BURNST-00,CE-0012M-6X,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-BYMLLS-00,CE-0012N-CP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CABAZN-00,CE-0012P-JF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CACHLD-00,CE-0012Q-R8,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CADDON-00,CE-0012R-Y1,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CAHTOT-00,CE-0012S-4T,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CAMPOB-00,CE-0012T-AK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CATWBA-00,CE-0012V-GC,2026-08-29,,current,first recorded binding,2026-08-29
